topic,job_title,site (remote country),tasks,Perks/Benefits,Skills/Tech-stack required,Educational requirements,seniority,yoe,employment_type,extra_info,created_at,job_id,posted_by
Natural Language Processing,Gen AI Developer,Pakistan,"Analyze and preprocess datasets
Create synthetic datasets
Design and implement end-to-end AI solutions
Develop Multi Model and RAG applications
Evaluate agent performance and communication standards
Explore and prototype LLM applications
Fine-tune LLMs and SLMs
Present technical concepts to stakeholders
Translate requirements into AI solutions",,"A2A, Agent communication, Agent communication standards, AI/ML, Autogen, AWS, Azure, Claude, Communication standards, Crew.ai, Databricks, Embeddings, GCP, Gemini, Langchain, Langgraph, Llama, Llamaindex, MCP, Mistral, MLOps, Model Orchestration, OpenAI, Prompt engineering, Python, Synthetic data","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,5,Full Time,,2025-08-07,nlp-gen-ai-developer-01,curtis_willis_and_holloway@demo
Natural Language Processing,AI Engineer (GenAI),"Quận 3, Vietnam","Collaborate with UX/UI designers
Conduct code reviews
Design web applications
Develop and implement code
Optimize application performance
Stay updated with industry trends
Troubleshoot and fix bugs",,"Agile methodologies, AI Search, Azure OpenAI, CSS, Django, Docker, Flask, Git, HTML, JavaScript, Python, RAG Implementation, React, SQL","Bachelor's Degree, Master's Degree",Senior level / Expert,5,Full Time,,2025-08-07,nlp-ai-engineer-genai-01,burns-parsons@demo
Natural Language Processing,Senior AI Developer,"Chennai, India","Collaborate with stakeholders to integrate AI into workflows
Conduct security assessments of AI solutions
Implement AI solutions using Vertex AI or Google Cloud AI Platform",,"Agile methodologies, AI ethics, Cloud AI, Communication, Data Engineering, Data Pipelines, DevOps Collaboration, Git, Google Cloud, Google Cloud AI, Language Models, Large Language Models, Problem Solving, Python, PyTorch, Responsible AI, TensorFlow, Troubleshooting, Version control, Vertex AI","Bachelor's Degree, Master's Degree",Senior level / Expert,3,Full Time,,2025-08-07,nlp-senior-ai-developer-01,harrison_herrera_and_roberts@demo
Natural Language Processing,Sr. AI Engineer,Madrid,"Communicate with stakeholders to align technology with business goals
Deploy and monitor AI services in retail stores
Design AI systems for human behavior and scene understanding
Mentor engineering team and facilitate knowledge sharing
Promote best practices in software development and research
Stay updated with emerging AI trends and technologies",,"AI frameworks, Automation, Computer Vision, Deep learning, DevOps, Docker, Golang, GRPC, Kubernetes, Machine Learning, MLOps, Protobuf, Python","Bachelor's Degree, Master’s degree in computer science, Related Field",Senior level / Expert,4,Full Time,,2025-08-07,nlp-sr-ai-engineer-01,curtis_willis_and_holloway@demo
Natural Language Processing,AI Engineer,United States - Remote [R],"Build scalable RESTful APIs
Design and develop full-stack applications
Implement MVC architecture
Integrate AI/ML models into products
Participate in code reviews
Stay updated with industry trends
Troubleshoot and optimize performance
Write clean, maintainable code",,"Agile methodologies, AI/ML, AI/ML Integration, API Design, APIs, AWS, Azure, Babel, Cloud services, Express, GCP, Git, JavaScript, ML integration, MVC Architecture, Node.js, NoSQL, Python, PyTorch, React, RESTful API, RESTful API design, SQL, TensorFlow, TypeScript, Webpack","Bachelor's Degree, Master's Degree",Senior level / Expert,5,Contract,USD 150K-170K,2025-08-07,nlp-ai-engineer-01,stewart_gates_and_kelley@demo
Natural Language Processing,AI Engineer,"Plano, TX, US","Apply containerization and deployment techniques
Collaborate with cross-functional teams
Communicate technical concepts
Create prototypes and POCs
Develop and deploy AI/ML solutions
Develop RAG applications and agentic workflows
Fine-tune and deploy OpenAI models
Integrate LLMs into enterprise applications
Stay updated on AI advancements",,"AI integration, AI/ML, AI/ML Development, Angular, Azure OpenAI, Chainlit, Cloud services, Containerization, Content Analytics, Deep learning, Deployment, Fine Tuning, Flask, Generative AI, Langchain, Llama Index, LLMs, Machine Learning, ML development, Model Fine-tuning, NLP, OpenAI models, Pinecone, Prompt engineering, Python, React, SQL, Streamlit, TensorFlow, Vector Databases",Bachelor's Degree,Mid-level / Intermediate,3,Full Time,,2025-08-07,nlp-ai-engineer-02,curtis_willis_and_holloway@demo
Natural Language Processing,"Senior Lead Software Engineer, AI Engineering",Remote - Ukraine [R],"Build scalable AI infrastructure
Collaborate across teams to improve developer experience
Design AI-powered developer tools
Embed Gen-AI into CI/CD and development processes
Evaluate new AI/ML technologies
Integrate intelligent agents into workflows
Mentor engineering team","Collaborative environment
Innovation-driven culture
Mentorship opportunities","Agent Frameworks, AI/ML, AI/ML Development, AI/ML libraries, AI Tooling, C#, Go, JavaScript, LLM integration, ML development, ML Libraries, Open Source, Open-source contributions, Python, System design, TypeScript, Vector Databases","Bachelor's Degree, Master's Degree",Senior level / Expert,5,Full Time,,2025-08-07,nlp-senior-lead-software-engineer-ai-engineering-01,figueroa_and_sons@demo
Natural Language Processing,AI Enablement Engineer – Tech Lead,"Bangalore, India","Collaborate with cross-functional teams
Communicate technical concepts to stakeholders
Design, develop, and deploy AI/ML models
Drive AI adoption in organization
Ensure AI compliance with regulations
Integrate AI into business processes
Optimize and fine-tune AI models
Stay updated with AI/ML advancements","Comprehensive benefits
Development programs
Educational support
Flexible work options
Inclusive environment","AI Governance, AWS, Azure, Databricks, Embeddings, GCP, Generative AI, Graph AI, Hadoop, Knowledge graphs, Langchain, LLMs, MLOps, Neo4j, OpenAI, Python, PyTorch, RAG, Retrieval systems, Spark, TensorFlow, Vector Databases","Bachelor, Master",Senior level / Expert,3,Full Time,,2025-08-07,nlp-ai-enablement-engineer-tech-lead-01,stewart_gates_and_kelley@demo
Natural Language Processing,AI Enablement engineer - Assistant Vice President,"Bangalore, India","Collaborate with cross-functional teams
Communicate technical concepts to stakeholders
Design, develop, and deploy AI/ML models
Drive AI adoption in organization
Ensure AI compliance with regulations
Integrate AI into business processes
Optimize and fine-tune AI models
Stay updated with AI/ML advancements","Comprehensive benefits
Development programs
Educational support
Flexible work options","AI Governance, AWS, Azure, Databricks, Data Engineering, Embeddings, GCP, Generative AI, Graph AI, Hadoop, Knowledge graphs, Langchain, LLMs, MLOps, Neo4j, OpenAI, Python, PyTorch, RAG, Retrieval systems, Spark, TensorFlow, Vector Databases","Bachelor, Master",Executive level / Director,3,Full Time,,2025-08-07,nlp-ai-enablement-engineer-assistant-vice-president-01,martin-bennett@demo
Natural Language Processing,AI & Analytics Engineer,"Bengaluru, Karnataka, India","Build and maintain data pipelines
Collaborate with cross-functional teams
Conduct exploratory data analysis
Develop dashboards and analytics tools
Evaluate models and track metrics
Integrate AI solutions into data workflows
Stay updated on AI trends
Support prompt design and testing",,"APIs, Data Visualization, Git, JSON, Langchain, Machine Learning, OpenAI APIs, Pandas, Power BI, Python, REST APIs, Scikit-learn, SQL, Streamlit, Version control","Bachelor's Degree, Master's Degree",Entry-level / Junior,1,Full Time,,2025-08-07,nlp-ai-and-analytics-engineer-01,noble_wilson_and_decker@demo
Natural Language Processing,"Senior Director, GenAI Solution Architecture - Aerospace & Defense",United States,"Build GenAI systems including LLM orchestration, RAG, and prompt engineering
Collaborate with product engineering and data teams
Create prototypes and pilot projects demonstrating GenAI impact
Define architectural strategy focusing on scalability, security, and compliance
Design and deliver GenAI solutions for enterprise clients
Engage with clients to translate needs into architectures
Ensure solutions meet standards like SOC 2, HIPAA, FedRAMP, GDPR
Lead project development from concept to deployment
Mentor architects and develop best practices
Speak at industry events and lead client workshops",,"AI architecture, AI Risk, AI risk management, Client engagement, Data Governance, Enterprise Integration, Fine Tuning, GenAI tools, Leadership, Model Fine-tuning, Prompt engineering, RAG, Risk Management, Solution design, Vector Databases","AI, Computer Science, Engineering",Senior level / Expert,15,Full Time,,2025-08-07,nlp-senior-director-genai-solution-architecture-aerospace-and-defense-01,williams_armstrong_and_ware@demo
Natural Language Processing,"AI Application Engineer, Marketing Technology and Engineering","Mexico City, CDMX, Mexico","Build and deploy GenAI solutions
Collaborate with AI Engineers for integration
Collect, clean, and preprocess data
Conduct exploratory data analysis
Contribute to best practices and playbooks
Develop and refine ML models
Document development processes
Evaluate and optimize model performance",,"AI, Bias Mitigation, Chatbots, Data Pipelines, Data Preprocessing, Fine Tuning, Language Models, Large Language Models, LLMs, ML, Model Deployment, Model Evaluation, Model Fine-tuning, Python, PyTorch, Retrieval-Augmented Generation, TensorFlow, Version control","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,4,Full Time,,2025-08-06,nlp-ai-application-engineer-marketing-technology-and-engineering-01,james-lowery@demo
Natural Language Processing,Director of AI & ML,"Denver, CO, United States","Collaborate with teams to integrate AI and ML solutions
Design and implement AI solutions
Develop AI automation strategy
Drive change management
Educate organization on AI benefits
Evaluate new AI tools and technologies
Identify automation opportunities",,"AI, AI frameworks, AI Services, Change Management, Cloud AI, Cloud AI services, Data Analysis, Language Processing, Machine Learning, Natural Language, Natural Language Processing, Process Automation, Project Management, Robotic Process Automation, Solution design, Vendor management","Bachelor's Degree, Master's Degree",Executive level / Director,5,Full Time,,2025-08-06,nlp-director-of-ai-and-ml-01,stewart_freeman_and_fox@demo
Natural Language Processing,Functional tester with GEN AI-Sr Technical Lead,"INDIA - BENGALURU - BIRLASOFT OFFICE, IN","Communicate effectively
Coordinate with BA, developers, and users
Collaborate with business units to translate data into insights
Develop AI solutions for business problems
Implement AI models in production environments
Mentor junior team members
Partner with academia and internal teams
Research and improve AI/ML techniques
Work with structured and unstructured datasets","Career development opportunities
Flexible-hybrid work
Inclusive environment
Paid Purpose Day
Recognition programs
Wellbeing support","AI Lifecycle, AI Lifecycle Management, APIs, Autogen, Azure, Big Data, Big Data Technologies, Critical Thinking, Data Analysis, Databricks, Data Engineering, Data Technologies, Data Visualization, Docker, GANs, Generative Models, Git, Hypothesis Testing, Kubernetes, Langchain, Lifecycle Management, Model Deployment, Model Evaluation, NLP, NLU, Object-Oriented, Object-oriented programming, Probability, Python, PyTorch, Regression Analysis, Reinforcement Learning, Scikit-learn, Semantic Kernel, Spark, SQL, Statistical Analysis, TensorFlow, Transformers, VAEs","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,3,Full Time,,2025-08-06,nlp-functional-tester-with-gen-ai-sr-technical-lead-01,martin-bennett@demo
